first_name_x,last_name_x,npi_x,street,street_2,city,state,zip,lat,lon,first_name_y,last_name_y,npi_y,_merge
chesley,theron,16374214254587481138,,,,,,,,,,,left_only
nyasia,jailyn,,62629 marquise forest,suite 345,ernaville,me,98541,78.12023260299719,154.64391626634932,nyasia,jailyn,71615736763721147668,both
lexie,dariana,87563124831552352195,691 stracke rapids,apt 975,south kyrafurt,fl,25022,16.717115052609998,-26.834535335062213,lexie,dariana,87563124831552352195,both
icie,bennie,67426673532712362216,2267 magnolia lodge,suite 545,new isabella,ok,27254,-28.05722649901002,54.37812743521576,icie,bennie,67426673532712362216,both
stone,mariam,88777427842694347351,29491 funk turnpike,suite 486,south marlon,az,44252,-65.1919885891044,-55.776715968087714,stone,mariam,88777427842694347351,both
zachery,zakary,,,,,,,,,,,,left_only
adelbert,mollie,11186839143462624658,8498 gusikowski ramp,apt 459,west briana,mi,64937,,,,,,left_only
yasmin,elyse,45467957234046371735,2993 d'amore manor,suite 252,north franciscaport,pa,95424,48.85903230867885,60.925208990032814,yasmin,elyse,45467957234046371735,both
leland,alda,35311398897128880625,2657 mandy highway,apt 932,north alessandra,wa,66230,75.79387542480677,-57.66342443960508,leland,alda,35311398897128880625,both
alan,tyrique,12238483323856010853,47760 adeline park,apt 798,doramouth,or,78761,-68.94836633835754,139.6240285201144,alan,tyrique,12238483323856010853,both
shaylee,ardella,,277 pfannerstill skyway,suite 219,new karlie,ct,53761,-52.520500794971994,96.13424420044066,shaylee,ardella,28325763067352225118,both
emmanuel,taya,38480213161558182358,,,,,,,,,,,left_only
alana,domenica,81210772284296670811,482 gertrude common,apt 587,cummingshaven,hi,11265,9.180822350903185,135.08456292025403,alana,domenica,81210772284296670811,both
elissa,edmund,56477337312184284200,7139 wolff divide,suite 992,pagacfort,mi,35703,-46.980746343981636,178.5680474129299,elissa,edmund,56477337312184284200,both
margret,maya,,6542 myrtie keys,suite 536,west chelseyton,al,68925,-9.564463100598289,78.22601091145401,margret,maya,11583115344620462682,both
bert,douglas,65502283847323000743,37283 kianna course,apt 770,harveytown,ct,41403,-23.295727600734068,144.4914066620583,bert,douglas,65502283847323000743,both
keely,eveline,28218461024436518838,,,,,,,,,,,left_only
elmo,jayden,55410797061483712286,4324 lavina roads,apt 920,toniberg,me,46325,-9.661674315497407,-162.19195364015528,elmo,jayden,55410797061483712286,both
cathy,felton,16047352173440307465,20229 yasmine trail,apt 587,west stan,wy,63355,,,,,,left_only
kara,marcelle,,32721 batz villages,apt 799,west celestine,mn,15118,3.028065653934277,172.62386704444185,kara,marcelle,61537118664763628360,both
jessyca,abe,78156427527688648177,60690 gutmann run,suite 265,east ronmouth,sd,36213,80.43343575952414,11.387428097432405,jessyca,abe,78156427527688648177,both
roberta,okey,26217128576052101245,7351 adams camp,suite 177,east margieburgh,wv,21646,-37.37637149675499,-5.352499469902085,roberta,okey,26217128576052101245,both
kyle,collin,40860869269220652377,,,,,,,,,,,left_only
tyrel,emerald,,318 santiago walks,apt 162,new jairotown,nv,94274,-50.36739528481962,-127.67285339850417,tyrel,emerald,89429936139244919426,both
cynthia,arely,21410030114381478921,936 bradtke corner,apt 896,okunevaland,or,36599,56.3678794949723,-166.48617731399438,cynthia,arely,21410030114381478921,both
rowan,gracie,81434924107979330871,859 evelyn turnpike,apt 321,jadeview,mi,31209,89.86658343537559,-7.694511221260342,rowan,gracie,81434924107979330871,both
princess,francisco,38702188417972867306,6638 earlene shoal,suite 565,port xzavierburgh,il,95518,-11.136894448180001,-66.1104858398492,princess,francisco,38702188417972867306,both
gregory,hermann,,,,,,,,,,,,left_only
citlalli,marlen,94847652110830074203,98543 deondre flat,apt 371,west beaulahfort,wv,10925,-21.875459506588044,-74.38031730323732,citlalli,marlen,94847652110830074203,both
santino,francesca,08261534812383437338,538 kenyon street,suite 214,wainoville,ca,43414,73.17479981606053,3.8901452400669996,santino,francesca,08261534812383437338,both
gladyce,lucinda,29243835532577688722,896 maggio ranch,apt 843,rosalindaport,nd,29816,5.666685387591144,153.7425946654942,gladyce,lucinda,29243835532577688722,both
monserrat,haven,,11909 anderson valley,apt 190,presleyberg,al,27682,68.94961689747225,19.87979122386065,monserrat,haven,37959927512979068687,both
glenda,julie,66855398979588128277,6016 theodore ranch,suite 463,new leonardtown,co,19126,,,,,,left_only
libbie,pearl,24824245952412682986,,,,,,,,,,,left_only
sierra,garrison,62090958468767168955,2310 abigail union,suite 757,larissastad,nm,55011,-60.3230456862591,18.622704972164172,sierra,garrison,62090958468767168955,both
darron,jaclyn,57422474364454868997,103 shields plaza,suite 965,quitzonport,wv,36930,-83.72056422888818,-170.63557414202828,darron,jaclyn,57422474364454868997,both
louie,reece,,2770 perry stream,apt 122,port amiraborough,hi,12232,-62.065963010442815,102.75913644348088,louie,reece,05133779074929857526,both
nicholas,filiberto,40823273065433278353,4359 estelle mill,suite 625,east hughmouth,nj,63694,-34.48313187740918,-96.49956226254861,nicholas,filiberto,40823273065433278353,both
gavin,jakob,10116252832735682714,,,,,,,,,,,left_only
sasha,dudley,25458366341005753778,656 emery forest,apt 981,port philipmouth,il,47741,-56.47120482731356,-78.13607329253202,sasha,dudley,25458366341005753778,both
madelyn,lazaro,,516 leila trace,apt 683,west amelie,ct,94787,89.14724380789542,23.364376041365205,madelyn,lazaro,58151245160552633455,both
christophe,newton,66882849556862272241,78991 jordy path,apt 158,south kristopher,pa,11575,-46.332304468580844,-132.55773483905523,christophe,newton,66882849556862272241,both
garnett,torey,36458645458372612761,53493 grady flats,suite 696,lake blakeshire,co,29093,,,,,,left_only
melany,felicia,30146426605476446865,595 don rapids,apt 268,port carolanne,ia,65270,-51.91139248807691,54.4154896457747,melany,felicia,30146426605476446865,both
brooklyn,mose,24904259515676379032,,,,,,,,,,,left_only
faye,vivien,,2021 raynor terrace,suite 179,new melyssaborough,in,31003,81.71594664586047,27.209548650454394,faye,vivien,35327302740297266605,both
baylee,christop,26785230204586227146,1053 rolfson camp,apt 754,west philipton,ri,32333,77.48561857732452,-81.37029104852694,baylee,christop,26785230204586227146,both
hans,claude,46777013755689761375,27893 bode mission,apt 982,south destineyville,il,69159,,,,,,left_only
stanley,cayla,97854223765357159210,86752 walter brook,suite 597,port jaedenville,mi,24683,-66.65450871048134,-104.90609073511679,stanley,cayla,97854223765357159210,both
felipa,miles,66630079835676113417,705 berniece bypass,apt 628,jennifermouth,ia,16184,59.36638347650717,-139.93699125891035,felipa,miles,66630079835676113417,both
abraham,arvel,,,,,,,,,,,,left_only
curt,dariana,91922339388525382531,17612 reichert junction,apt 101,new lenniemouth,wi,62785,-68.97910002479337,7.170780285443556,curt,dariana,91922339388525382531,both
hank,addie,30370955994302084352,3557 frankie plains,suite 301,north kyler,id,32831,14.209463334702605,48.87069734737631,hank,addie,30370955994302084352,both
telly,hosea,13724899577843536249,9757 mohr shores,suite 780,blandaton,ms,51057,-80.74740442088151,104.28608865864692,telly,hosea,13724899577843536249,both
athena,zora,,3421 koss mills,apt 937,gorczanyport,mn,13255,-61.96776421396973,9.855580315204264,athena,zora,84475548767973616701,both
hanna,serena,17839798887442676466,,,,,,,,,,,left_only
ruben,audreanne,94932817388737164762,704 coralie inlet,suite 737,heathcoteland,tn,40765,66.21904591988874,-166.7886965563312,ruben,audreanne,94932817388737164762,both
herminio,esther,11833213961511623234,57316 von station,apt 117,west briana,ms,51333,-30.56326541416321,-2.200051634125913,herminio,esther,11833213961511623234,both
lorena,rowland,,33692 annabell plain,apt 938,gracefort,al,19403,-71.59749243411974,-73.65588929754668,lorena,rowland,12755218518228855366,both
weston,winona,95419088522820126523,9792 gia courts,suite 471,bergnaumtown,ia,21139,-9.956184383047628,3.6820844960865884,weston,winona,95419088522820126523,both
era,maxine,24636788416021302296,3649 ronaldo fork,apt 456,south cedrick,ca,77771,,,,,,left_only
milo,abdul,68913825830236871076,,,,,,,,,,,left_only
chauncey,josiane,63339284668855182578,85372 purdy tunnel,apt 792,west josiane,il,61543,-26.179401944747184,-151.93186001724837,chauncey,josiane,63339284668855182578,both
anderson,imelda,,8635 sincere branch,apt 342,mayerbury,mn,27179,-0.375842852098657,42.5654761202419,anderson,imelda,79256814342565561579,both
hayley,micaela,85522068459305822318,62047 hodkiewicz gateway,suite 938,new gilbertofort,ak,66792,19.317718177357634,47.998559572651516,hayley,micaela,85522068459305822318,both
trisha,evert,58637723854717393368,9885 declan drives,suite 339,lucioton,mn,76972,31.1938745582666,-50.20872989300557,trisha,evert,58637723854717393368,both
marietta,lurline,10831464331815106372,,,,,,,,,,,left_only
gay,nathen,,9536 dare green,suite 814,east helenview,de,11036,-70.17481775980548,-144.38088667583588,gay,nathen,10518351753131760602,both
marc,marie,70762324881391321684,446 frami wall,suite 228,gottliebfort,mt,13356,26.67757110577945,-16.273607186031,marc,marie,70762324881391321684,both
cathy,jannie,31520818746831530080,50394 jaskolski ridges,suite 830,new kamrenland,oh,16224,,,,,,left_only
edmund,ashton,65561135984427418273,99756 delbert highway,apt 403,west napoleon,sc,82119,19.46244617522285,-175.99536290926113,edmund,ashton,65561135984427418273,both
yesenia,roy,07124851651832757486,3956 anne island,apt 759,karinefort,ut,63857,-52.81061243072336,-8.46040130839691,yesenia,roy,07124851651832757486,both
rasheed,hilma,,,,,,,,,,,,left_only
demarco,donato,00566835356913230320,80721 goldner run,apt 819,new webster,nj,36241,35.417841228350795,165.8831972854091,demarco,donato,00566835356913230320,both
tom,maryam,35862989365258744167,38902 keshaun ridge,apt 778,jenkinschester,tn,24369,60.49910145754967,106.40491083467481,tom,maryam,35862989365258744167,both
jamar,may,75158885277005623717,955 nienow canyon,suite 913,north clairmouth,wi,25472,77.38121216870837,-149.8415361796589,jamar,may,75158885277005623717,both
savion,eli,,63060 pearline cliffs,suite 200,new cloydview,az,26585,-29.258951874052727,-50.77817729695977,savion,eli,63135637667125576046,both
coby,hanna,88338467879084765722,,,,,,,,,,,left_only
xavier,estella,18448338536686164773,82751 scottie park,suite 123,new koby,ut,41878,-62.06588434756195,-109.25753896912998,xavier,estella,18448338536686164773,both
vesta,jordane,23243647555417910822,619 bayer rapids,suite 544,korbinfurt,wy,61202,7.099269320673045,-62.9697071572475,vesta,jordane,23243647555417910822,both
irving,yvonne,,26928 devan shoals,apt 552,south tillmanside,mo,97748,85.93809909830065,123.37286292831743,irving,yvonne,76130451699755193539,both
abdul,robb,54676796846754337193,786 pouros highway,apt 157,reillyland,oh,52784,-7.954208437544196,43.49804551271734,abdul,robb,54676796846754337193,both
pattie,jed,08854285103688828067,,,,,,,,,,,left_only
alycia,einar,15467544699226242255,7816 fernando crossroad,suite 299,issacstad,ca,14767,14.096763801758541,45.92054776921327,alycia,einar,15467544699226242255,both
yvonne,nathanael,32867486660956834157,78245 ryan parks,apt 439,east karitown,wi,58450,,,,,,left_only
trenton,christy,,2497 vandervort run,suite 151,east enidport,tx,54891,84.3665947910007,156.71888604075792,trenton,christy,30484080728166611044,both
sonia,elisabeth,32841617187153152456,8043 doyle gardens,apt 535,port amyafurt,nj,84704,-76.41359992178253,-120.84670298363767,sonia,elisabeth,32841617187153152456,both
carmen,trycia,33767659115342557108,1414 dorothy dam,apt 992,jacobschester,in,36596,32.500394953211995,174.64365838791912,carmen,trycia,33767659115342557108,both
alia,josiah,86355575248483733529,,,,,,,,,,,left_only
malvina,eldridge,,76446 kohler orchard,apt 430,new kathryne,az,65000,39.62608874079572,-147.50513897755437,malvina,eldridge,27302847513756532789,both
nikko,evert,81265242794503136334,77674 blanda station,suite 229,new corbin,ky,20049,68.68894753890027,81.59883084370517,nikko,evert,81265242794503136334,both
aracely,skye,59291478027375385631,55072 anna landing,apt 109,east willishaven,al,77150,16.629959263970363,93.17027215841301,aracely,skye,59291478027375385631,both
kyra,cedrick,67957645913901883855,497 kaycee curve,apt 794,lake malvinaland,ny,21228,-3.6837875328069885,119.96961095974882,kyra,cedrick,67957645913901883855,both
brennan,orion,,,,,,,,,,,,left_only
geo,corbin,63972578864643911601,90309 hildegard throughway,apt 850,boyleport,de,44450,65.76058720645855,20.36892097594057,geo,corbin,63972578864643911601,both
fabiola,jonas,81244820517356763771,35214 ritchie port,suite 660,port tarynfort,ms,16220,,,,,,left_only
aracely,gerard,32086679668689310369,761 goyette vista,apt 237,east gage,mo,21944,-79.91689565018488,149.3577468586613,aracely,gerard,32086679668689310369,both
ocie,maye,39226611246996363231,9124 wehner village,suite 172,krystalview,ks,40698,81.09692292469671,-107.77043369628672,ocie,maye,39226611246996363231,both
thomas,nona,,7609 lolita shore,apt 416,braxtonborough,ks,13743,-52.60682137969535,43.99909765649318,thomas,nona,43621103972681865077,both
angeline,elmo,72359882174358614134,,,,,,,,,,,left_only
lester,reyna,39557456542045861626,595 brendon path,suite 378,towneton,ri,39676,38.859111658796394,-28.627532208975254,lester,reyna,39557456542045861626,both
terrance,damian,07602172042171231777,275 stanton stravenue,suite 383,rosenbaumborough,wy,57814,-84.97507582616473,-174.53981337393972,terrance,damian,07602172042171231777,both
erick,pedro,,3493 altenwerth wall,suite 283,east else,de,16965,-82.81053437242063,-62.26799357035485,erick,pedro,57841471802882785825,both
fernando,emmet,63339567312211105676,77210 rudolph haven,suite 398,north ernestine,id,88095,8.813049997351925,89.74845357563993,fernando,emmet,63339567312211105676,both
santos,haylee,20876487083387829160,,,,,,,,,,,left_only
ian,morgan,62754236341237117141,87977 dean circle,suite 225,new mabelview,ny,44980,61.421059591514364,-95.59275683947739,ian,morgan,62754236341237117141,both
ulises,rolando,,877 kunde shoal,apt 912,torreytown,ca,27725,71.7745801006387,-52.84947653561815,ulises,rolando,26335944232384373998,both
rupert,anne,47115581788798457163,985 angela crossroad,apt 268,lake amelia,ut,31408,-37.319934514620705,158.7513097708242,rupert,anne,47115581788798457163,both
ashley,laurel,98636493716343373059,33153 margret points,apt 333,sadieland,mo,60073,,,,,,left_only
clark,osborne,76161217678495336937,144 scarlett roads,suite 686,montyville,nm,11073,76.09756869715318,-34.39843273009069,clark,osborne,76161217678495336937,both
carley,libby,66456651458641128622,,,,,,,,,,,left_only
ayden,delfina,,19820 christiansen ranch,suite 536,lake joshua,sc,68160,-77.32354420443981,46.891691847625424,ayden,delfina,46685411938879554368,both
mason,jaleel,53312528049839541256,21108 herzog passage,suite 317,new enricomouth,ar,15585,-60.509203626624966,-98.9024740135975,mason,jaleel,53312528049839541256,both
walton,wallace,65457710845788423178,1018 o'keefe centers,apt 424,abigailview,nc,75277,-55.97348531698902,66.01599846955662,walton,wallace,65457710845788423178,both
janelle,josh,64872322014109150256,33656 barton island,apt 575,south diana,wi,53772,-6.896760917994726,-150.939186805831,janelle,josh,64872322014109150256,both
mona,evangeline,,,,,,,,,,,,left_only
eldred,vesta,28225132650228851202,14782 maverick trail,suite 519,farrellborough,nv,15581,-11.678886134399505,56.312025617822115,eldred,vesta,28225132650228851202,both
reymundo,soledad,62738000505535585224,271 aron street,suite 268,lake clinton,ut,24189,-12.115902400747743,-109.82830881364598,reymundo,soledad,62738000505535585224,both
abelardo,donnell,50724810448874284784,91573 mertz cliff,apt 895,south kirsten,mi,54382,-72.77596803108267,66.77551066403672,abelardo,donnell,50724810448874284784,both
augusta,soledad,,85103 weissnat mountain,suite 395,port audreanneberg,ak,82391,-49.4241046269147,-88.81371174667649,augusta,soledad,98355152567689066246,both
abdiel,betty,59827004560880122358,39287 tillman greens,suite 242,olsonside,ma,95323,,,,,,left_only
wilhelm,tad,03315244686344339476,,,,,,,,,,,left_only
jade,shania,31258366636818469129,6952 alden villages,apt 961,new jarrell,wi,33671,19.611903445863632,-19.756019297555753,jade,shania,31258366636818469129,both
agnes,letitia,14780665997406217765,29652 barbara port,apt 839,south joshua,ut,26138,-24.341657487876518,-178.79660431779635,agnes,letitia,14780665997406217765,both
jeanie,chris,,4035 mitchell vista,suite 773,mcdermottview,ca,45414,47.07620503888441,4.884601814406864,jeanie,chris,86018682578447399371,both
linwood,cameron,17206428674249536357,1006 darien walks,apt 672,port devonland,ks,58137,72.5865143535915,167.0259440717121,linwood,cameron,17206428674249536357,both
elsa,dimitri,15061640334263948262,,,,,,,,,,,left_only
gennaro,simone,13425476704276446100,155 brennan path,suite 930,turcottefurt,ks,66797,-74.525072463252,5.0251275989927535,gennaro,simone,13425476704276446100,both
flossie,oda,,3362 melany bridge,apt 967,joeyland,mi,40483,28.979431719965433,-168.811111518551,flossie,oda,47552542885224665175,both
elliott,ted,78875667348361446021,310 javonte glen,suite 864,considineport,mo,63021,,,,,,left_only
cristina,garth,04806028877426533710,6721 fadel squares,suite 861,north america,ri,68318,24.69745838382339,-82.07103862106663,cristina,garth,04806028877426533710,both
ray,ole,48402573143535833122,41578 bernier knolls,apt 727,aylinshire,ky,39462,68.13979126560452,25.415881179406398,ray,ole,48402573143535833122,both
ubaldo,kennedi,26452234828121518738,,,,,,,,,,,left_only
braden,meda,,5444 ed dale,suite 913,new derick,az,32035,43.09857438939517,-112.26572433524413,braden,meda,57254278726119871744,both
stacy,cora,52815195827818833532,613 idell branch,suite 594,lebsackmouth,ct,74818,-67.61497001377693,-131.94418142265837,stacy,cora,52815195827818833532,both
kyler,cynthia,24676524811614538033,1435 beier stravenue,suite 196,darrellhaven,ms,40371,-59.848742435391195,50.139097445172354,kyler,cynthia,24676524811614538033,both
dock,erin,33474064890745789959,9318 murphy union,suite 545,schmittmouth,fl,15263,-51.40801078902085,-107.56896878440176,dock,erin,33474064890745789959,both
mathilde,kaylee,,,,,,,,,,,,left_only
osvaldo,johnny,93625032123237415081,982 o'hara circle,apt 872,port alanisside,ar,73991,,,,,,left_only
joaquin,pearline,16276359963916756559,8030 forrest village,suite 229,rueckerfort,wa,71814,-71.85919765760244,160.94785341275616,joaquin,pearline,16276359963916756559,both
vita,george,46589321794432982655,528 kulas keys,apt 749,annabelbury,ga,33873,-62.315164231843625,-128.83209817348228,vita,george,46589321794432982655,both
callie,uriel,25175232413358205004,87466 harvey avenue,suite 244,o'connerburgh,ca,32506,26.3139158207141,-133.23613234947945,callie,uriel,25175232413358205004,both
eliza,ivory,,9804 gussie road,suite 779,mathildehaven,ne,26900,-59.25814212167971,41.48372792428654,eliza,ivory,24761330728148734111,both
stephanie,madelyn,35797248999373660416,,,,,,,,,,,left_only
heath,alexzander,80431445366545535338,3838 schmitt ways,apt 283,laurinemouth,ut,87686,-55.29188068864352,-159.9898414546721,heath,alexzander,80431445366545535338,both
elmer,scotty,77742616628532178161,6485 chelsie pine,suite 299,south calista,ny,55112,-0.18564514316958025,-62.2390688609232,elmer,scotty,77742616628532178161,both
winifred,clarissa,,9643 harris plaza,suite 238,donatoton,mo,56587,82.52158508494998,28.308557002903683,winifred,clarissa,69285615218539456332,both
otilia,hobart,13215972446352886723,96996 bogan locks,apt 739,west percy,ut,65386,65.41938493248207,137.89930978467146,otilia,hobart,13215972446352886723,both
rico,marta,65775611424330695521,,,,,,,,,,,left_only
ada,ellis,23439940464075479348,885 schuster road,suite 888,south liliana,mt,72667,6.740399141877376,-43.8479400084675,ada,ellis,23439940464075479348,both
perry,lura,,83077 modesto plaza,apt 825,greenholtmouth,md,79623,83.63820124837665,-115.98375316754033,perry,lura,49934859585582432784,both
norberto,dustin,28690242558250333175,22952 alfonso ferry,apt 682,east sarah,or,73109,-22.298485231869194,104.23377341150888,norberto,dustin,28690242558250333175,both
chanelle,jaren,55185283455716825661,139 jake fork,suite 226,deonteland,il,42920,-8.789644255572682,147.96182421283322,chanelle,jaren,55185283455716825661,both
frederique,gage,43813820544877178491,,,,,,,,,,,left_only
carlo,lemuel,,469 dora parkway,suite 934,north nedra,ut,91659,80.07729940934021,10.64507584437925,carlo,lemuel,32664237981742368952,both
sylvester,jalen,88539352732784774407,757 arlie mall,apt 724,spinkaberg,az,14850,,,,,,left_only
edwin,deonte,78181532335520536373,221 lebsack mountains,suite 693,west orloton,nd,55469,1.5874826306782097,155.06918102237717,edwin,deonte,78181532335520536373,both
tyrese,heber,22672115472748581944,6378 stiedemann underpass,apt 920,kuhicborough,in,39101,-52.406256799194324,-12.67656214473206,tyrese,heber,22672115472748581944,both
lauren,herman,95918388673468274323,11744 langworth loaf,apt 151,north elliottmouth,de,77553,-32.8528556699818,23.129212037225017,lauren,herman,95918388673468274323,both
norris,mallie,,,,,,,,,,,,left_only
alvah,chasity,57112075862407252397,17377 vince tunnel,suite 984,east coopershire,wa,37247,40.156385306572616,21.51480005445046,alvah,chasity,57112075862407252397,both
monserrat,jeramie,49505189220688085161,7202 heidenreich mission,apt 526,lowebury,tx,96113,-35.2959269423077,-144.93765474832225,monserrat,jeramie,49505189220688085161,both
alfonzo,murl,83594206171886561226,10986 daniel track,apt 395,henrietteview,or,76710,-6.258170010837318,137.13958897189917,alfonzo,murl,83594206171886561226,both
lexus,dave,,5501 ashleigh tunnel,apt 591,south antonetteshire,tx,73658,32.301350677024715,-24.026179811719828,lexus,dave,18111205682413284388,both
leonel,elise,27984142274401456746,,,,,,,,,,,left_only
rodolfo,sally,30754261665374115431,593 erdman stream,apt 186,west aylinbury,mi,62377,3.493899190884534,69.31751048998967,rodolfo,sally,30754261665374115431,both
efren,dawson,08832788084467826384,9655 grady keys,suite 583,sherwoodmouth,il,98043,-65.47365943218217,-152.10479112580484,efren,dawson,08832788084467826384,both
dominic,daphney,,81652 rosenbaum squares,suite 712,clayside,ks,37403,44.126944669961375,-18.703853021056574,dominic,daphney,12360615018647162383,both
fae,winifred,95736327377567820464,846 ted oval,apt 368,lake cortney,vt,63089,,,,,,left_only
cheyenne,newell,85568132756524305467,97934 ashlee cape,apt 145,zemlakfort,oh,24477,-5.811667244917103,-124.39262410953778,cheyenne,newell,85568132756524305467,both
lysanne,friedrich,36424437716492274583,,,,,,,,,,,left_only
burnice,leopold,86780469662917854964,980 taya crescent,apt 831,lake nathen,mt,58317,-26.13201330023071,88.78188145780678,burnice,leopold,86780469662917854964,both
isidro,emanuel,,71574 judson fields,apt 437,east celiaton,ia,46153,53.75018680624794,-127.90778461642026,isidro,emanuel,00134083762165487233,both
joanny,keshawn,81618412426151973162,625 effertz walks,apt 136,lake weldon,ut,15894,50.48970412021498,49.606678151374524,joanny,keshawn,81618412426151973162,both
nigel,zoe,57367842322579871903,44575 hermann glen,apt 208,south laurineport,wy,37874,47.914225592939545,-121.62558411443828,nigel,zoe,57367842322579871903,both
cassandra,haylee,43343674737239664861,,,,,,,,,,,left_only
chadd,kamryn,,65851 gutmann meadows,apt 998,giovannaberg,nc,43959,61.88181218305249,-50.97818536071898,chadd,kamryn,67386433613268127967,both
henri,demarco,74623565638572038237,3586 stiedemann circle,apt 433,bettyeville,ms,84675,84.82766414685474,156.98326093860243,henri,demarco,74623565638572038237,both
tabitha,kristina,66962183741196277894,6727 maribel well,apt 721,weimanntown,ut,55458,-51.808024625267905,121.96361687383069,tabitha,kristina,66962183741196277894,both
phoebe,nathanial,94229411824558275793,16953 cremin course,suite 941,south martine,id,67622,71.24759934027719,-132.64895586957414,phoebe,nathanial,94229411824558275793,both
norberto,lesly,,,,,,,,,,,,left_only
anthony,ida,05364466759288042143,10251 larue courts,apt 945,bartellville,va,36499,-75.95749363439457,170.28711391393858,anthony,ida,05364466759288042143,both
maynard,kip,73335115137263117551,578 cassandre grove,suite 451,east ivoryshire,az,61447,-53.24943503975223,-78.30955535235238,maynard,kip,73335115137263117551,both
gustave,althea,28368817271781535934,41456 jensen row,apt 949,west waylon,id,34820,-54.94188735595681,138.78884025886623,gustave,althea,28368817271781535934,both
delores,josephine,,3096 bartoletti lights,suite 519,south alaynamouth,il,70548,-74.53071812224702,152.0456790633324,delores,josephine,58156507917084157570,both
guillermo,davin,96444947560995803228,41512 margarita manor,apt 846,kreigerburgh,la,55090,,,,,,left_only
violet,austen,38679215335687362976,,,,,,,,,,,left_only
merl,fritz,75431672378266104978,2415 gino dam,apt 660,east arnoldshire,wv,25286,-14.298786898844725,-63.57643081885223,merl,fritz,75431672378266104978,both
julius,theresia,47886526185318495310,5926 thompson walks,suite 594,reidhaven,wy,24800,-40.057326802785425,-1.8885807816482725,julius,theresia,47886526185318495310,both
rosella,iliana,,1325 maudie spurs,suite 100,north mablemouth,il,64881,55.64680141921872,-82.04148240914692,rosella,iliana,03630222149446150231,both
adeline,daphnee,87669523441338916405,4334 cassandre prairie,apt 151,sheashire,ri,89350,-61.78141738608144,-91.35242769677166,adeline,daphnee,87669523441338916405,both
queenie,lorenza,46688375621079315865,,,,,,,,,,,left_only
jessy,bette,72656643111154205616,66663 hoppe plaza,apt 534,arvidburgh,or,42113,-10.706321179528473,-44.87019878001868,jessy,bette,72656643111154205616,both
zoey,bridie,,835 spinka neck,apt 401,lake karenton,ar,26269,-35.37565861031104,133.45452586596087,zoey,bridie,12813621582003434825,both
mckayla,lydia,09565366081121847287,3888 bode lodge,apt 165,ondrickastad,me,21783,75.9578937768602,-131.01792256456264,mckayla,lydia,09565366081121847287,both
jaime,jessika,91606521434152835291,28038 leonie ramp,apt 278,aufderharview,wv,95274,-81.1279593954327,-118.59040447907472,jaime,jessika,91606521434152835291,both
tyshawn,wyatt,16218232165733263341,,,,,,,,,,,left_only
myrtle,river,,52204 mueller rapid,apt 949,lake reinholdshire,me,27659,-87.62558908881941,10.860360030978626,myrtle,river,34203559734181808563,both
hallie,tevin,91349442926184138426,50638 collier vista,apt 637,lake georgianna,nh,23040,-19.524773288191113,-36.06789392911659,hallie,tevin,91349442926184138426,both
joyce,alex,62694681134726708305,76640 maiya station,apt 937,torpview,ar,72053,53.828037116104866,121.71221043167003,joyce,alex,62694681134726708305,both
naomie,orlo,55995196855460540355,44392 kevin run,apt 570,mckenzieland,wa,63616,,,,,,left_only
lavina,rowland,24438027671821631757,15079 junius mission,suite 599,markston,ct,73629,-53.62320059481899,-103.70398212214117,lavina,rowland,24438027671821631757,both
rickie,vesta,,,,,,,,,,,,left_only
diana,icie,16172168621181280132,932 welch forge,suite 161,east june,fl,30316,20.776659315724075,141.85138267395854,diana,icie,16172168621181280132,both
ruthe,amparo,68922761622686226269,103 emerson light,apt 717,lake simeon,nh,37116,-3.8656060717851943,71.82081933987436,ruthe,amparo,68922761622686226269,both
pink,florian,28102466782076223030,158 wolf estate,suite 751,franeckiland,mi,20892,5.8171414646947,-57.42289545435163,pink,florian,28102466782076223030,both
sonia,amie,,95995 josefina pines,apt 456,port johnny,ct,87077,11.667673181250763,121.3362301288119,sonia,amie,42575843981615146600,both
deontae,katlyn,55260752166661340712,,,,,,,,,,,left_only
alfredo,scottie,83822961466774478725,329 amber island,suite 705,ettieburgh,ky,99504,-44.12186936192501,99.6343498591811,alfredo,scottie,83822961466774478725,both
solon,nicholaus,50641539881616627213,213 hank haven,suite 122,isabellefort,de,18088,29.325270435823597,-13.597210636938598,solon,nicholaus,50641539881616627213,both
raymundo,haley,57693556132989171161,7952 joanie radial,apt 209,westland,co,12502,,,,,,left_only
rey,kelvin,,96654 mohr island,apt 939,lake stacytown,nc,76573,50.35561048470166,-25.303468012938907,rey,kelvin,90442273247127876696,both
reta,khalil,18753221595353825703,153 lilly knoll,apt 483,hettiemouth,ia,29549,45.452207886099615,1.626448535819435,reta,khalil,18753221595353825703,both
harrison,kasey,00062909005638231593,,,,,,,,,,,left_only
abbigail,arne,93835137425326512099,2323 cathrine summit,suite 195,estrellamouth,me,33813,-52.61379619795472,4.265833740635657,abbigail,arne,93835137425326512099,both
osbaldo,rico,,13496 macejkovic garden,suite 122,metzview,ky,91653,79.56711295466977,-19.537402926760734,osbaldo,rico,51448522049463551271,both
lonzo,aubrey,74251333263533274743,97970 destany neck,apt 507,lake pattie,mn,57228,35.917239259999135,-57.47935888447472,lonzo,aubrey,74251333263533274743,both
